POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,Price_Lakhs,City,Locality,City_Grouped,Property_Id,Price_Per_SqFt,Log_Sqft,BHK_Sqft_Ratio,Is_RK,Is_Dealer_Or_Builder,Is_UC_RERA,Is_Resale_Ready,Is_Luxury
Dealer,0,0,5,BHK,8300.084456999999,1,1,"Shanthala Nagar,Bangalore",12.9732,77.5999,2850.0,Bangalore,Shanthala Nagar,Bangalore,3964,34336.99999999892,9.024141442719625,1660.0168913999998,0,1,0,1,1
Dealer,1,1,2,BHK,1057.195953,0,1,"Moshi,Pune",18.669919,73.853723,51.2,Pune,Moshi,Pune,3965,4842.9999996415045,6.964320806043894,528.5979765,0,1,1,0,0
Dealer,0,0,3,BHK,1700.198356,1,1,"Sector-5 Ulwe,Maharashtra",19.148338,72.995687,120.0,Maharashtra,Sector-5 Ulwe,Maharashtra,3966,7058.000001971534,7.439088197002336,566.7327853333334,0,1,0,1,0
Dealer,0,0,1,BHK,528.7009063,1,0,"Ajmer Road,Jaipur",26.928785,75.828002,14.0,Jaipur,Ajmer Road,Jaipur,3967,2648.000000222432,6.27231251951749,528.7009063,0,1,0,0,0
Dealer,0,1,2,BHK,1100.110011,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,60.0,Noida,Sector-75 Noida,Noida,3968,5454.000000005454,7.004074050895489,550.0550055,0,1,0,1,0
Dealer,1,0,1,BHK,645.0572488,0,1,"Sector 23 Ulwe,Lalitpur",28.509982,77.05185,40.0,Lalitpur,Sector 23 Ulwe,Lalitpur,3969,6201.000000296408,6.47088812028948,645.0572488,0,1,0,0,0
Dealer,0,0,2,BHK,1045.016077,1,1,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,26.0,Faridabad,Sector 77 Faridabad,Faridabad,3970,2488.0000004057356,6.952744014487631,522.5080385,0,1,0,1,0
Dealer,1,1,3,BHK,1005.90972,0,0,"Mahalaxmi,Mumbai",18.978006,72.806154,480.0,Mumbai,Mahalaxmi,Mumbai,3971,47717.99998115139,6.914641236266574,335.30324,0,1,1,0,1
Owner,0,0,2,BHK,684.9315068,1,1,"Kalyanpur,Rudrapur",29.296099,78.858737,15.0,Rudrapur,Kalyanpur,Other_City,3972,2190.00000015768,6.530777778426241,342.4657534,0,0,0,1,0
Dealer,0,1,3,BHK,1575.324331,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,59.5,Ghaziabad,Ahinsa Khand 2,Ghaziabad,3973,3777.000001150874,7.3628510430269145,525.1081103333333,0,1,0,1,0
Dealer,1,1,2,BHK,1080.0,0,0,"Keshav Nagar,Pune",27.16726,75.70950500000001,70.2,Pune,Keshav Nagar,Pune,3974,6500.0,6.985641817639208,540.0,0,1,1,0,0
Dealer,0,1,4,BHK,3119.75042,1,1,"Sector-121 Mohali,Mohali",30.696627000000003,76.693764,130.0,Mohali,Sector-121 Mohali,Mohali,3975,4166.999999955125,8.045828771114184,779.937605,0,1,0,1,0
Owner,0,0,1,BHK,700.3257328999999,1,1,"Kaliyabid,Bhavnagar",21.765,72.13694,12.9,Bhavnagar,Kaliyabid,Other_City,3976,1841.99999999743,6.552972448010997,700.3257328999999,0,0,0,1,0
Dealer,0,0,1,BHK,500.0,1,1,"Kalyan (West),Mumbai",19.245347,73.124577,45.0,Mumbai,Kalyan (West),Mumbai,3977,9000.0,6.2166061010848646,500.0,0,1,0,1,0
Dealer,0,1,3,BHK,1100.203114,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,32.5,Ghaziabad,Raj Nagar Extension,Ghaziabad,3978,2954.0000011307006,7.004158601088646,366.7343713333333,0,1,0,1,0
Dealer,0,1,1,BHK,660.0264011,1,1,"Sector-18 Ulwe,Lalitpur",28.5706,77.3239,55.0,Lalitpur,Sector-18 Ulwe,Lalitpur,3979,8332.99999944502,6.493793780203833,660.0264011,0,1,0,1,0
Owner,0,0,3,BHK,1700.17374,1,1,"Malviya Nagar,Jaipur",26.850391,75.814198,68.5,Jaipur,Malviya Nagar,Jaipur,3980,4029.00000090579,7.439073727097631,566.72458,0,0,0,1,0
Dealer,1,1,2,BHK,848.6486486,0,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,31.4,Jaipur,Mansarovar Extension,Jaipur,3981,3700.000000212102,6.744822909441569,424.3243243,0,1,1,0,0
Owner,0,0,3,BHK,1706.0687300000002,1,1,"Padur,Chennai",19.894104,102.136839,70.0,Chennai,Padur,Chennai,3982,4103.000000474775,7.442532985604269,568.6895766666668,0,0,0,1,0
Dealer,0,1,2,BHK,967.4675739,1,1,"Nagarbhavi,Bangalore",12.957468,77.516563,45.5,Bangalore,Nagarbhavi,Bangalore,3983,4702.999999946562,6.87571500154314,483.73378695,0,1,0,1,0
Dealer,1,0,3,BHK,1376.699029,0,0,"New Town,Kolkata",22.5922,88.484911,70.9,Kolkata,New Town,Kolkata,3984,5150.000000472144,7.228170016252453,458.8996763333334,0,1,0,0,0
Dealer,0,0,2,BHK,1202.711568,1,1,"Sector-58 Seawoods,Lalitpur",28.606007,77.359111,220.0,Lalitpur,Sector-58 Seawoods,Lalitpur,3985,18291.99999845682,7.093165035707542,601.355784,0,1,0,1,1
Dealer,0,0,4,BHK,2687.208886,1,1,"Worli,Lalitpur",19.0167,72.8167,1050.0,Lalitpur,Worli,Lalitpur,3986,39073.99999569665,7.896630409189207,671.8022215,0,1,0,1,1
Dealer,0,0,1,BHK,620.0093941,1,1,"Thane West,Lalitpur",19.18,72.96333,66.0,Lalitpur,Thane West,Lalitpur,3987,10644.999999686295,6.431346209194262,620.0093941,0,1,0,1,0
Dealer,0,1,2,BHK,592.1052632,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,26.1,Faridabad,Sector 86 Faridabad,Faridabad,3988,4407.999999686543,6.3853718928569,296.0526316,0,1,0,1,0
Owner,0,0,3,BHK,1840.324763,1,1,"Race Course Road,Vadodara",22.3146,73.1643,68.0,Vadodara,Race Course Road,Vadodara,3989,3695.0000003885184,7.518240571433152,613.4415876666667,0,0,0,1,0
Dealer,1,1,4,BHK,3333.015903,0,0,"Sector-59 Gurgaon,Gurgaon",28.406685,77.105253,350.0,Gurgaon,Sector-59 Gurgaon,Gurgaon,3990,10501.000000779175,8.111932833245374,833.25397575,0,1,1,0,1
Owner,0,1,2,BHK,1082.083784,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000001,70.0,Noida,Sector-137 Noida,Noida,3991,6469.000001205082,6.987567606889524,541.041892,0,0,0,1,0
Dealer,0,0,2,BHK,1099.975556,1,1,"4th T block Jayanagar,Bangalore",12.925,77.595,45.0,Bangalore,4th T block Jayanagar,Bangalore,3992,4091.0000003672803,7.003951934841343,549.987778,0,1,0,1,0
Dealer,0,0,3,BHK,2979.145978,1,1,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,300.0,Gurgaon,Sector-65 Gurgaon,Gurgaon,3993,10070.000000516926,7.99972756420572,993.0486593333334,0,1,0,1,1
Owner,0,0,2,BHK,1600.3122560000002,1,1,"Althan,Surat",21.151992,72.81002,61.5,Surat,Althan,Surat,3994,3843.000000119976,7.3785787320804435,800.1561280000001,0,0,0,1,0
Dealer,0,0,2,BHK,1050.019091,1,1,"Dahisar (East),Lalitpur",19.256471,72.868815,110.0,Lalitpur,Dahisar (East),Lalitpur,3995,10476.000002556146,6.957515535317115,525.0095455,0,1,0,1,0
Owner,0,1,4,BHK,1795.255396,1,1,"Uttardhauna,Lucknow",26.86056,80.91583,84.0,Lucknow,Uttardhauna,Lucknow,3996,4679.000001178662,7.493459441424909,448.813849,0,0,0,1,0
Dealer,0,1,2,BHK,1230.555983,1,1,"Hennur Road,Bangalore",13.0306,77.6485,79.9,Bangalore,Hennur Road,Bangalore,3997,6493.000001934899,7.116033675723457,615.2779915,0,1,0,1,0
Dealer,0,0,3,BHK,1782.334385,1,1,"Kundli,Sonipat",28.874383,77.113251,45.2,Sonipat,Kundli,Other_City,3998,2535.9999997980176,7.486240140941395,594.1114616666667,0,1,0,1,0
Owner,0,0,2,BHK,1055.130572,1,1,"Noida Extension,Noida",28.579004,77.431173,40.0,Noida,Noida Extension,Noida,3999,3791.000001467117,6.962367104349729,527.565286,0,0,0,1,0
Dealer,0,1,3,BHK,1697.9244809999998,1,1,"Pratap Nagar,Jaipur",26.807408,75.83865899999999,67.9,Jaipur,Pratap Nagar,Jaipur,4000,3999.000000283288,7.437750671596343,565.9748269999999,0,1,0,1,0
Dealer,0,0,3,BHK,1185.2260199999998,1,1,"New Nawpara,Kolkata",22.55361,87.984436,43.0,Kolkata,New Nawpara,Kolkata,4001,3627.9999995275166,7.078532134756693,395.0753399999999,0,1,0,1,0
Owner,0,0,3,BHK,1500.326158,1,1,"Brindavan Nagar,Hosur",12.72,77.82,46.0,Hosur,Brindavan Nagar,Other_City,4002,3065.9999997147283,7.314104101832713,500.10871933333334,0,0,0,1,0
Owner,0,0,1,BHK,529.7209866999999,1,1,"New Mehul Nagar,Jamnagar",22.47,70.07,13.1,Jamnagar,New Mehul Nagar,Other_City,4003,2472.999999794043,6.274236434369459,529.7209866999999,0,0,0,1,0
Dealer,0,0,3,BHK,2051.158301,1,1,"Vesu,Surat",21.143354,72.770931,85.0,Surat,Vesu,Surat,4004,4144.000000319819,7.626647348052,683.7194336666666,0,1,0,1,0
Builder,1,1,2,BHK,363.4152932,0,0,"Karjat,Mumbai",18.96667,72.83333,26.9,Mumbai,Karjat,Mumbai,4005,7401.999999266955,5.898294132672014,181.7076466,0,1,1,0,0
Dealer,1,1,2,BHK,446.1420932,0,0,"Vartak Nagar,Lalitpur",24.69028,78.41889,58.4,Lalitpur,Vartak Nagar,Lalitpur,4006,13090.000000026897,6.102876425979024,223.0710466,0,1,1,0,0
Dealer,1,0,3,BHK,3223.961312,0,1,"Cunningham Road,Bangalore",12.985866,77.595663,620.0,Bangalore,Cunningham Road,Bangalore,4007,19231.000002769266,8.078676232878847,1074.6537706666666,0,1,0,0,1
Owner,0,0,3,BHK,1349.872309,1,1,"Patrakar Colony,Jaipur",22.471606,70.061222,37.0,Jaipur,Patrakar Colony,Jaipur,4008,2741.000000763776,7.208505817579151,449.95743633333336,0,0,0,1,0
Owner,0,0,1,BHK,595.1068988,1,1,"Bhim Nagar,Pune",17.926,73.8013,27.0,Pune,Bhim Nagar,Pune,4009,4537.000000242646,6.39042001138488,595.1068988,0,0,0,1,0
Dealer,0,0,4,BHK,2121.640736,1,1,"Jessore Road,Kolkata",22.54111,88.33778000000001,120.0,Kolkata,Jessore Road,Kolkata,4010,5655.999998672726,7.66041622270109,530.410184,0,1,0,1,0
Dealer,0,0,3,BHK,2430.274274,1,1,"Hebbal,Bangalore",13.04034,77.591347,210.0,Bangalore,Hebbal,Bangalore,4011,8640.999999327649,7.7961707914814395,810.0914246666666,0,1,0,1,1
Dealer,0,0,3,BHK,1210.464662,1,1,"Kotra,Ajmer",26.474702,74.595478,31.0,Ajmer,Kotra,Other_City,4012,2561.0000005105476,7.099585371032154,403.4882206666667,0,1,0,1,0
Owner,0,0,2,BHK,1035.001882,1,1,"Kenchenahalli,Bangalore",13.1195,77.5837,55.0,Bangalore,Kenchenahalli,Bangalore,4013,5313.99999908406,6.943124239420095,517.500941,0,0,0,1,0
Dealer,0,0,2,BHK,1174.989509,1,1,"HBR Layout,Bangalore",13.037343,77.628291,56.0,Bangalore,HBR Layout,Bangalore,4014,4766.000000090214,7.069865207500413,587.4947545,0,1,0,1,0
Dealer,0,1,3,BHK,1757.706869,1,1,"sector-121 Noida,Noida",28.602325,77.40199399999999,130.0,Noida,sector-121 Noida,Noida,4015,7395.999998222684,7.4723340844605115,585.9022896666667,0,1,0,1,0
Dealer,0,0,2,BHK,1161.784288,1,1,"UIT,Bhiwadi",28.2102,76.8606,34.9,Bhiwadi,UIT,Other_City,4016,3003.9999990084216,7.058572656381528,580.892144,0,1,0,1,0
Dealer,0,0,3,BHK,1625.1354279999998,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,90.0,Noida,Sector-77 Noida,Noida,4018,5537.999999837552,7.393961575692305,541.7118093333332,0,1,0,1,0
Dealer,0,0,3,BHK,1467.933492,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,30.9,Jaipur,Ajmer Road,Jaipur,4019,2104.9999995503886,7.29229190081268,489.31116399999996,0,1,0,1,0
Owner,0,0,2,BHK,898.3156581000001,1,1,"Mala,Thrissur",10.52,76.21,28.8,Thrissur,Mala,Other_City,4020,3206.0000001462736,6.801634094200006,449.15782905000003,0,0,0,1,0
Dealer,0,1,2,BHK,1020.007846,1,1,"Mira Road,Lalitpur",19.283359,72.864964,78.0,Lalitpur,Mira Road,Lalitpur,4021,7647.00000160587,6.928545502758058,510.003923,0,1,0,1,0
Owner,0,0,3,BHK,1572.0180779999998,1,1,"Mogappair West,Chennai",13.077741,80.16490300000001,160.0,Chennai,Mogappair West,Chennai,4022,10178.000001346041,7.360751395681366,524.0060259999999,0,0,0,1,1
Dealer,1,0,2,BHK,1004.1841,0,1,"Bidhannagar,Durgapur",22.58,88.42,21.6,Durgapur,Bidhannagar,Other_City,4023,2151.00000089625,6.912925987796624,502.09205,0,1,0,0,0
Dealer,1,1,2,BHK,478.3544607,0,1,"Sector 85 Faridabad,Faridabad",28.406152,77.355951,20.0,Faridabad,Sector 85 Faridabad,Faridabad,4024,4180.999999609704,6.172440325206212,239.17723035,0,1,1,0,0
Owner,0,1,4,BHK,2678.874195,1,1,"Piplya Kumar,Indore",22.761472,75.911242,79.0,Indore,Piplya Kumar,Indore,4025,2948.999999606178,7.893525130238905,669.71854875,0,0,0,1,0
Dealer,0,1,2,BHK,1353.053702,1,1,"Bhakti Park,Lalitpur",19.02767,72.88001,290.0,Lalitpur,Bhakti Park,Lalitpur,4026,21433.000003720474,7.210858114428698,676.526851,0,1,0,1,1
Owner,0,0,1,BHK,356.9303986,1,1,"Gandhigram,Rajkot",22.308966,70.776713,18.0,Rajkot,Gandhigram,Other_City,4027,5042.999999608327,5.880338550180768,356.9303986,0,0,0,1,0
Owner,0,0,3,BHK,1223.34848,1,1,"Thrippunithura,Ernakulam",9.946434,76.347436,35.0,Ernakulam,Thrippunithura,Other_City,4028,2860.9999989536914,7.1101641284335955,407.7828266666667,0,0,0,1,0
Dealer,0,0,4,BHK,4150.607768,1,1,"Sector-104 Noida,Noida",28.537227,77.370417,420.0,Noida,Sector-104 Noida,Noida,4029,10118.999998941843,8.33125095217523,1037.651942,0,1,0,1,1
Dealer,0,0,2,BHK,1099.796334,1,1,"6th Phase JP Nagar,Bangalore",35.0,136.0,54.0,Bangalore,6th Phase JP Nagar,Bangalore,4030,4910.000000054556,7.003789136868301,549.898167,0,1,0,1,0
Owner,0,0,2,BHK,446.8980021,1,1,"Rashmi Khand Sharda Nagar,Lucknow",26.780508,80.929056,17.0,Lucknow,Rashmi Khand Sharda Nagar,Lucknow,4031,3804.000000025957,6.104565532609423,223.44900105,0,0,0,1,0
Dealer,1,1,3,BHK,1024.06554,0,0,"Parel,Lalitpur",18.996549,72.842967,440.0,Lalitpur,Parel,Lalitpur,4032,42966.00000816354,6.932511830991755,341.35518,0,1,1,0,1
Owner,0,0,1,BHK,618.0694419,1,1,"Pallikaranai,Chennai",12.9377,80.2153,34.0,Chennai,Pallikaranai,Chennai,4033,5501.0000001748995,6.428217450398903,618.0694419,0,0,0,1,0
Dealer,0,0,2,BHK,1270.207852,1,1,"Vijay Nagar,Ghaziabad",28.650735,77.4224,33.0,Ghaziabad,Vijay Nagar,Ghaziabad,4034,2598.0000003967853,7.14772279204421,635.103926,0,1,0,1,0
Owner,0,1,2,BHK,840.1453223999999,1,1,"Betegaon,Palghar",19.7833,72.7833,37.0,Palghar,Betegaon,Other_City,4035,4404.000000179017,6.734764442191495,420.07266119999997,0,0,0,1,0
Owner,0,0,2,BHK,734.9011224,1,1,"NEAR GURUDWARA,Jamnagar",22.47,70.07,27.5,Jamnagar,NEAR GURUDWARA,Other_City,4036,3741.999999971697,6.601095765138619,367.4505612,0,0,0,1,0
Owner,0,0,2,BHK,1000.0,1,1,"Santhekatte,Udupi",13.33222,74.74611,35.0,Udupi,Santhekatte,Other_City,4037,3500.0,6.90875477931522,500.0,0,0,0,1,0
Dealer,0,0,2,BHK,1150.097466,1,1,"NIBM,Pune",18.475864,73.89000899999999,59.0,Pune,NIBM,Pune,4038,5129.999999495695,7.0484710845459935,575.048733,0,1,0,1,0
Owner,0,0,2,BHK,1050.252592,1,1,"Kengeri Satellite Town,Bangalore",12.91,77.48,39.5,Bangalore,Kengeri Satellite Town,Bangalore,4039,3761.0000014168018,6.9577376769202655,525.126296,0,0,0,1,0
Dealer,1,1,2,BHK,724.492855,0,1,"Powai,Mumbai",19.12,72.91,290.0,Mumbai,Powai,Mumbai,4040,40028.000000082815,6.586851223895319,362.2464275,0,1,1,0,1
Owner,0,1,1,BHK,534.0646651000001,1,1,"Devkhope,Palghar",19.729989,72.808779,18.5,Palghar,Devkhope,Other_City,4041,3464.000000175259,6.28238760893769,534.0646651000001,0,0,0,1,0
Dealer,0,0,1,BHK,600.0,1,1,"Sinhgad Road,Pune",19.164548,73.52786800000001,48.0,Pune,Sinhgad Road,Pune,4042,8000.0,6.398594934535208,600.0,0,1,0,1,0
Dealer,1,0,3,BHK,1378.461538,0,1,"Jeppinamogaru,Mangalore",12.848056,74.866457,44.8,Mangalore,Jeppinamogaru,Other_City,4043,3250.0000010881695,7.229448512152309,459.48717933333336,0,1,0,0,0
Owner,0,0,3,BHK,1177.336277,1,1,"Sector 21C Faridabad,Faridabad",28.4317,77.2987,80.0,Faridabad,Sector 21C Faridabad,Faridabad,4044,6794.999998118634,7.0718587878206876,392.4454256666667,0,0,0,1,0
Dealer,1,1,3,BHK,1598.113208,0,0,"Nolambur,Chennai",13.071197,80.170051,84.7,Chennai,Nolambur,Chennai,4045,5299.999998498229,7.377204509577337,532.7044026666666,0,1,1,0,0
Dealer,1,0,3,BHK,1103.102476,0,1,"Barrackpore,Kolkata",22.75,88.36667,35.2,Kolkata,Barrackpore,Kolkata,4046,3190.999999169615,7.006788044993071,367.70082533333334,0,1,0,0,0
Dealer,0,0,3,BHK,1559.746211,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,88.5,Noida,Sector-77 Noida,Noida,4047,5673.999999221669,7.352919326259906,519.9154036666666,0,1,0,1,0
Dealer,0,1,2,BHK,1329.080276,1,1,"Mira Bhayandar,Mumbai",19.259521,72.883037,100.0,Mumbai,Mira Bhayandar,Mumbai,4048,7524.000002540103,7.192994577289072,664.540138,0,1,0,1,0
Dealer,0,0,2,BHK,1089.0609869999998,1,1,"Patia,Bhubaneswar",20.353795,85.82101999999999,45.0,Bhubaneswar,Patia,Bhubaneswar,4049,4132.00000157567,6.993988925034116,544.5304934999999,0,1,0,1,0
Dealer,0,0,1,BHK,741.0684659,1,1,"Sector 5 Ulwe,Lalitpur",22.575343,88.433715,67.0,Lalitpur,Sector 5 Ulwe,Lalitpur,4050,9040.999999727555,6.609441511012998,741.0684659,0,1,0,1,0
Dealer,0,0,3,BHK,1299.873623,1,1,"HSR Layout,Bangalore",12.91,77.64,72.0,Bangalore,HSR Layout,Bangalore,4051,5539.000001694781,7.170791335439159,433.29120766666665,0,1,0,1,0
Owner,0,0,3,BHK,1304.064334,1,1,"Sowripalayam,Coimbatore",11.013335,77.009775,60.0,Coimbatore,Sowripalayam,Other_City,4052,4600.999999437145,7.174007616625974,434.6881113333333,0,0,0,1,0
Dealer,1,1,3,BHK,1284.895544,0,0,"Sector-150 Noida,Noida",28.429614,77.481711,69.5,Noida,Sector-150 Noida,Noida,4053,5409.000001948797,7.159210675993151,428.2985146666667,0,1,1,0,0
Owner,0,0,3,BHK,2000.0,1,1,"Alkapuri,Vadodara",22.31055,73.1695,70.0,Vadodara,Alkapuri,Vadodara,4054,3500.0,7.601402334583733,666.6666666666666,0,0,0,1,0
Dealer,0,1,3,BHK,1602.067183,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,62.0,Chandigarh,Zirakpur,Chandigarh,4055,3870.000001117306,7.379674062523585,534.0223943333334,0,1,0,1,0
Dealer,0,0,3,BHK,1539.201539,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,32.0,Jaipur,Ajmer Road,Jaipur,4056,2079.000000272219,7.339668556325531,513.0671796666667,0,1,0,1,0
Dealer,0,0,2,BHK,1015.123265,1,1,"Rajkumar Layout,Bangalore",12.531147,76.904285,49.0,Bangalore,Rajkumar Layout,Bangalore,4057,4826.9999998473095,6.923749944598185,507.5616325,0,1,0,1,0
Owner,0,0,3,BHK,1200.0,1,1,"Kolar Road,Bhopal",23.163669,77.422617,30.0,Bhopal,Kolar Road,Other_City,4058,2500.0,7.0909098220799835,400.0,0,0,0,1,0
Dealer,1,1,1,BHK,391.9860627,0,1,"Virar West,Lalitpur",19.4559,72.8114,27.0,Lalitpur,Virar West,Lalitpur,4059,6888.000000312256,5.973774147372719,391.9860627,0,1,1,0,0
Dealer,0,1,2,BHK,1303.930968,1,1,"Yelahanka,Bangalore",13.11389,77.59833,68.0,Bangalore,Yelahanka,Bangalore,4060,5215.000001441795,7.17390542027335,651.965484,0,1,0,1,0
Owner,0,0,2,BHK,1049.810141,1,1,"Uttarahalli,Bangalore",12.90579,77.54264,47.0,Bangalore,Uttarahalli,Bangalore,4061,4476.999998802641,6.957316708507109,524.9050705,0,0,0,1,0
Dealer,0,0,4,BHK,2200.6235100000004,1,1,"R.S.Puram,Coimbatore",11.013061,76.950136,120.0,Coimbatore,R.S.Puram,Other_City,4062,5452.999999986367,7.696950326279393,550.1558775000001,0,1,0,1,0
Dealer,0,0,2,BHK,1000.0,1,1,"Mansarovar,Jaipur",26.8626,75.7633,32.9,Jaipur,Mansarovar,Jaipur,4063,3290.0,6.90875477931522,500.0,0,1,0,1,0
Dealer,0,0,1,BHK,650.0893873,1,1,"Sector-18 Ulwe,Mumbai",18.973908,73.02510600000001,40.0,Mumbai,Sector-18 Ulwe,Mumbai,4064,6152.999999912474,6.478646940463224,650.0893873,0,1,0,1,0
Owner,0,0,2,BHK,940.3107114,1,1,"Duggirala,Tenali",16.243,80.64,23.0,Tenali,Duggirala,Other_City,4065,2445.9999999102424,6.847273277857388,470.1553557,0,0,0,1,0
Owner,0,1,3,BHK,1584.835301,1,1,"Uttardhauna,Lucknow",26.86056,80.91583,51.0,Lucknow,Uttardhauna,Lucknow,4066,3218.000000872015,7.368866551279145,528.2784336666667,0,0,0,1,0
Dealer,0,1,2,BHK,1203.208556,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,45.0,Faridabad,Sector 86 Faridabad,Faridabad,4067,3740.000000465422,7.093577830137144,601.604278,0,1,0,1,0
Dealer,0,0,2,BHK,1107.726392,1,1,"BTM Layout,Bangalore",12.96991,77.59796,40.0,Bangalore,BTM Layout,Bangalore,4068,3610.9999986350417,7.010967240950653,553.863196,0,1,0,1,0
Dealer,0,0,5,BHK,4133.333333,1,0,"Iblur Village,Bangalore",12.91668,77.59196,310.0,Bangalore,Iblur Village,Bangalore,4069,7500.000000604839,8.327081369066594,826.6666665999999,0,1,0,0,1
Owner,0,0,2,BHK,1185.067514,1,1,"Murugeshpalya,Bangalore",12.9576,77.6562,74.6,Bangalore,Murugeshpalya,Bangalore,4070,6294.999999468384,7.0783985037384705,592.533757,0,0,0,1,0
Owner,0,1,2,BHK,1260.239445,1,1,"Bommasandra,Bangalore",12.82,77.69,40.0,Bangalore,Bommasandra,Bangalore,4071,3174.0000012457954,7.139850202950938,630.1197225,0,0,0,1,0
Owner,0,0,2,BHK,2000.0,1,1,"Old Perungalathur,Chennai",12.9182,80.0824,34.4,Chennai,Old Perungalathur,Chennai,4072,1720.0,7.601402334583733,1000.0,0,0,0,1,0
Dealer,0,0,3,BHK,2511.1288670000004,1,1,"Magarpatta,Pune",18.510861,73.926175,220.0,Pune,Magarpatta,Pune,4073,8760.999998491912,7.828885826829586,837.0429556666668,0,1,0,1,1
Owner,0,0,2,BHK,780.1161103,1,1,"Jyoti Nagar,Aurangabad",29.974075,76.84109699999999,43.0,Aurangabad,Jyoti Nagar,Other_City,4074,5512.000000033841,6.660723807547583,390.05805515,0,0,0,1,0
Dealer,0,0,2,BHK,1265.022138,1,1,"Whitefield,Bangalore",12.9958935,77.761394,60.0,Bangalore,Whitefield,Bangalore,4075,4742.999999577873,7.143635089123113,632.511069,0,1,0,1,0
Dealer,1,1,3,BHK,1369.387755,0,1,"Sector-144 Noida,Noida",28.493232,77.434566,67.1,Noida,Sector-144 Noida,Noida,4076,4900.000000365126,7.222849011622646,456.462585,0,1,1,0,0
Owner,0,1,4,BHK,2149.959688,1,1,"Sector-104 Mohali,Mohali",30.652036,76.686017,80.0,Mohali,Sector-104 Mohali,Mohali,4077,3721.0000004427993,7.67366938804144,537.489922,0,0,0,1,0
Dealer,0,1,1,BHK,730.0053677,1,1,"kavesar,Maharashtra",18.96,72.82,68.0,Maharashtra,kavesar,Maharashtra,4078,9314.999999828084,6.594420802677676,730.0053677,0,1,0,1,0
Builder,0,0,2,BHK,866.9527897,1,0,"Madhyamgram,Kolkata",22.7,88.45,30.3,Kolkata,Madhyamgram,Kolkata,4079,3494.9999999982697,6.766137323434631,433.47639485,0,1,0,0,0
Dealer,0,1,3,BHK,2100.105005,1,1,"Ghansoli,Maharashtra",19.126499,72.99956,300.0,Maharashtra,Ghansoli,Maharashtra,4080,14285.000001702296,7.65021867817774,700.0350016666666,0,1,0,1,1
Dealer,1,1,2,BHK,587.061841,0,0,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,20.6,Faridabad,Sector 88 Faridabad,Faridabad,4081,3508.999999882466,6.376832114137172,293.5309205,0,1,1,0,0
Dealer,0,1,2,BHK,1274.285714,1,1,"Bannerghatta Road,Bangalore",12.808137,77.58308000000001,66.9,Bangalore,Bannerghatta Road,Bangalore,4082,5250.000001177131,7.150925521900009,637.142857,0,1,0,1,0
Dealer,0,0,2,BHK,904.9773756,1,1,"Suraksha Nagar,Bangalore",20.098413,79.10786,60.0,Bangalore,Suraksha Nagar,Bangalore,4083,6629.99999974806,6.809014333987251,452.4886878,0,1,0,1,0
Dealer,0,1,3,BHK,1507.0557609999998,1,1,"Sarjapur Road,Bangalore",12.86,77.786,110.0,Bangalore,Sarjapur Road,Bangalore,4084,7299.000000305895,7.318576524674728,502.3519203333333,0,1,0,1,0
Dealer,0,1,1,BHK,675.0807162000001,1,1,"Ulwe,Lalitpur",24.69028,78.41889,46.0,Lalitpur,Ulwe,Lalitpur,4085,6813.999999723292,6.516312471577756,675.0807162000001,0,1,0,1,0
Dealer,0,1,2,BHK,1050.080775,1,1,"Mira Road East,Mumbai",19.2836,72.8675,78.0,Mumbai,Mira Road East,Mumbai,4086,7428.000003142616,6.95757422329956,525.0403875,0,1,0,1,0
Dealer,0,0,1,BHK,610.0040667000001,1,1,"Naupada,Maharashtra",18.96,72.82,90.0,Maharashtra,Naupada,Maharashtra,4087,14753.999999849508,6.415103614959593,610.0040667000001,0,1,0,1,0
Builder,1,1,2,BHK,686.5475995,0,0,"Pisoli,Pune",18.440853,73.90536,41.9,Pune,Pisoli,Pune,4088,6103.000000366325,6.533131062780414,343.27379975,0,1,1,0,0
Dealer,1,1,3,BHK,3020.279016,0,1,"Sector-78 Noida,Noida",28.560719,77.386208,210.0,Noida,Sector-78 Noida,Noida,4089,6953.000000580079,8.01343553594344,1006.759672,0,1,1,0,1
